AC,priority,label-val,between_connectivity,cluster
Q1A3Q2,False,25,0,2.0
Q1A3R0,False,45,0,2.0
P0C2B0,False,46,0,2.0
Q3YEH7,False,22,0,2.0
Q9BH86,False,46,0,2.0
Q9BPG0,False,22,0,2.0
P0DN32,False,10,0,4.0
P0CE30,False,10,0,2.0
D6C4M0,False,4,0,2.0
Q5RDJ5,False,17,0,3.0
P04166,False,17,0,3.0
P60242,False,10,0,2.0
P60243,False,10,0,2.0
P0DUB0,False,18,0,2.0
Q9TZP5,False,47,0,1.0
O33666,False,10,0,2.0
Q2F9P4,False,26,0,1.0
Q2F9P2,False,26,0,1.0
P98139,False,26,0,1.0
Q8K3U6,False,18,0,1.0
P00740,False,4,0,1.0
P16294,False,4,0,1.0
Q95ND7,False,4,0,1.0
P16296,False,4,0,1.0
A1A4K5,False,18,0,3.0
Q13822,False,18,0,3.0
Q9R1E6,False,18,0,3.0
Q64610,False,18,0,3.0
Q1L659,False,18,0,1.0
Q1L658,False,22,0,1.0
P00743,False,46,0,1.0
P25155,False,18,0,1.0
Q8BGN3,False,28,0,0.0
Q58D68,False,3,0,0.0
Q5RB45,False,27,0,0.0
B0BND0,False,28,0,0.0
Q6DDP3,False,27,0,0.0
Q95P23,False,48,0,0.0
P47178,False,28,0,0.0
D4B388,False,10,0,2.0
B5G6G5,False,16,0,1.0
P11478,False,10,0,2.0
A0A193H365,False,22,0,3.0
Q95M68,False,27,0,2.0
B5A9S9,False,22,0,3.0
P81603,False,18,0,4.0
Q5JNJ5,False,28,0,0.0
Q8LDW6,False,26,0,0.0
P97553,False,3,0,0.0
Q4X084,False,11,0,3.0
A2QBQ3,False,10,0,3.0
Q01493,False,25,0,0.0
Q52085,False,3,0,3.0
Q1MX22,False,49,0,4.0
Q8LEE9,False,23,0,4.0
A6LHQ6,False,26,0,1.0
P50985,False,40,0,2.0
P55284,False,25,0,1.0
P06215,False,11,0,3.0
Q5ACZ2,False,25,0,0.0
P50325,False,28,0,0.0
F6JWV2,False,35,0,2.0
Q14002,False,23,0,0.0
P31997,False,7,0,0.0
P41520,False,44,0,3.0
Q9PU41,False,44,0,3.0
Q8JHB9,False,49,0,3.0
Q5H7N6,False,4,0,0.0
Q8AXZ4,False,10,0,2.0
Q28106,False,3,0,2.0
P14781,False,3,0,2.0
P12960,False,3,0,2.0
O94779,False,28,0,2.0
Q3SB06,False,10,0,0.0
Q5AK54,False,10,0,4.0
Q9NDA5,False,27,0,2.0
D4G0R3,False,28,0,3.0
P25955,False,34,0,2.0
Q9BPF9,False,45,0,2.0
B0XXF8,False,11,0,0.0
O44516,False,7,0,4.0
P01362,False,16,0,4.0
P04204,False,22,0,0.0
F1N5C8,False,23,0,0.0
Q8XIS3,False,17,0,0.0
Q8MPY9,False,48,0,0.0
A8WU84,False,33,0,1.0
Q18184,False,33,0,1.0
Q58L95,False,16,0,1.0
Q06145,False,45,0,0.0
P09681,False,45,0,0.0
Q86QN6,False,15,0,1.0
P15457,False,7,0,2.0
P15458,False,10,0,2.0
P0C8Y8,False,3,0,2.0
P01090,False,10,0,2.0
P19594,False,17,0,1.0
P07501,False,1,0,0.0
P07499,False,1,0,0.0
P0CY78,False,40,0,2.0
A9UGV7,False,28,0,3.0
A0A096P2H4,False,10,0,4.0
O74922,False,3,0,2.0
P09093,False,25,0,0.0
P82993,False,10,0,4.0
Q868M7,False,17,0,1.0
P10730,False,2,0,1.0
Q28153,False,3,0,0.0
Q867B0,False,3,0,0.0
A0A125S9D9,False,5,0,2.0
F6JWU9,False,35,0,2.0
P84715,False,8,0,0.0
Q0IU52,False,6,0,0.0
P0DTJ6,False,22,0,4.0
P08306,False,29,0,4.0
O08545,False,10,0,0.0
P08148,False,11,0,2.0
Q9SJ81,False,11,0,4.0
P41876,False,47,0,1.0
A6LHQ9,False,18,0,2.0
P01272,False,45,0,1.0
Q9FGF6,False,17,0,2.0
O75487,False,3,0,1.0
Q8CFZ4,False,3,0,3.0
Q93VK8,False,24,0,0.0
F4KB79,False,40,0,0.0
D2Y2P0,False,25,0,0.0
P0C2B1,False,46,0,2.0
Q9FFH6,False,10,0,4.0
P91889,False,9,0,0.0
Q04433,False,10,0,4.0
Q9FM65,False,17,0,4.0
P13078,False,17,0,2.0
O93719,False,17,0,2.0
P19596,False,17,0,2.0
B5LUQ6,False,48,0,3.0
Q5AP52,False,28,0,3.0
P35556,False,10,0,0.0
D2DGD9,False,17,0,4.0
P46157,False,23,0,2.0
P23223,False,11,0,2.0
P34026,False,18,0,2.0
P43031,False,6,0,1.0
P55101,False,10,0,1.0
P29019,False,6,0,0.0
D2Y2C1,False,4,0,3.0
D2Y2J9,False,4,0,1.0
D2Y226,False,4,0,1.0
D2Y213,False,4,0,1.0
D2Y1Z5,False,48,0,3.0
D2Y236,False,4,0,3.0
D2Y1X9,False,48,0,3.0
D2Y1Y7,False,48,0,3.0
D2Y1Y9,False,48,0,3.0
P49983,False,18,0,1.0
M1E1F1,False,17,0,4.0
A6ND01,False,23,0,2.0
Q9EQF4,False,10,0,2.0
D0EM77,False,3,0,3.0
Q6UWM5,False,10,0,0.0
B1P1C2,False,9,0,3.0
C3L5S4,False,17,0,0.0
P83974,False,5,0,3.0
B1P1B7,False,4,0,3.0
B1P1B8,False,4,0,3.0
E2AYH6,False,49,0,4.0
Q8N6Q3,False,10,0,4.0
Q2I2P1,False,38,0,1.0
Q01819,False,28,0,4.0
P04118,False,21,0,1.0
Q9FJ13,False,23,0,0.0
Q7JGM0,False,27,0,2.0
P86471,False,22,0,4.0
Q571V4,False,22,0,3.0
P56249,False,22,0,3.0
Q571V3,False,22,0,3.0
P35905,False,48,0,4.0
J7H8J4,False,22,0,3.0
P0DM17,False,18,0,2.0
W4VSM1,False,18,0,2.0
Q9L5D6,False,10,0,0.0
P07662,False,10,0,0.0
Q9UBC7,False,22,0,2.0
Q8SQD7,False,22,0,2.0
Q810H5,False,22,0,2.0
Q9TT95,False,22,0,2.0
Q9QXQ6,False,22,0,2.0
P34115,False,3,0,3.0
P34116,False,10,0,3.0
P0CS93,False,18,0,0.0
I1S2N3,False,18,0,0.0
Q01721,False,3,0,0.0
Q6W3B0,False,3,0,4.0
Q6CRM2,False,17,0,4.0
Q7YRU7,False,10,0,4.0
B2ZB99,False,49,0,3.0
B2ZBA0,False,49,0,3.0
Q8LC95,False,6,0,0.0
B5LUR1,False,48,0,3.0
P05230,False,17,0,2.0
P34004,False,17,0,2.0
Q61554,False,10,0,0.0
P29466,False,18,0,0.0
P01261,False,48,0,1.0
Q9N2I1,False,18,0,0.0
D4HRK4,False,49,0,2.0
Q9U619,False,40,0,2.0
P85013,False,33,0,2.0
A0A3G3C7S9,False,40,0,2.0
P0C1W0,False,40,0,2.0
Q4R5M2,False,28,0,3.0
A0A072UTP9,False,10,0,1.0
A6M934,False,44,0,2.0
P0DM23,False,40,0,2.0
Q08DY9,False,17,0,0.0
P10605,False,28,0,3.0
E2DIH5,False,44,0,2.0
Q8MKI5,False,17,0,0.0
Q5IS54,False,17,0,0.0
P07339,False,19,0,1.0
Q4LAL9,False,19,0,1.0
P00795,False,11,0,1.0
P55213,False,17,0,0.0
P04836,False,12,0,3.0
P43159,False,10,0,1.0
P16228,False,10,0,1.0
A5A6K7,False,35,0,3.0
Q800A0,False,10,0,1.0
P00786,False,23,0,1.0
Q8T112,False,48,0,0.0
Q00493,False,35,0,3.0
P55212,False,18,0,0.0
O46427,False,3,0,1.0
B8JLQ9,False,11,0,4.0
Q504J1,False,2,0,0.0
Q00663,False,10,0,1.0
Q59SU1,False,3,0,2.0
P0DPL9,False,45,0,2.0
Q5DWV2,False,25,0,1.0
P0CB12,False,22,0,2.0
P48284,False,27,0,0.0
A0A0E3SVE7,False,14,0,2.0
P24091,False,11,0,3.0
A7LI92,False,46,0,4.0
P81602,False,22,0,4.0
A0A096ZEC9,False,17,0,1.0
P15217,False,43,0,1.0
P79727,False,27,0,0.0
P40844,False,22,0,3.0
P25291,False,28,0,4.0
Q9GSL0,False,9,0,0.0
O22126,False,11,0,4.0
P27804,False,18,0,2.0
P34806,False,18,0,1.0
B2RH57,False,19,0,2.0
Q9TV36,False,45,0,0.0
O42144,False,1,0,1.0
A5A6P7,False,11,0,3.0
Q27673,False,11,0,2.0
P15706,False,11,0,2.0
Q00689,False,23,0,2.0
P24690,False,17,0,3.0
Q9VT52,False,33,0,4.0
P05111,False,3,0,1.0
D2Y2H8,False,4,0,3.0
D2Y2A6,False,27,0,3.0
D2Y2A8,False,27,0,3.0
D2Y2B0,False,27,0,3.0
D2Y2A2,False,27,0,3.0
D2Y2J5,False,4,0,1.0
D2Y224,False,4,0,1.0
D2Y216,False,4,0,1.0
D2Y240,False,4,0,3.0
D2Y2M4,False,4,0,3.0
D2Y2L5,False,4,0,3.0
D2Y2E9,False,4,0,3.0
D2Y1Y5,False,48,0,3.0
D2Y2C8,False,4,0,3.0
D2Y252,False,25,0,0.0
D2Y2H1,False,25,0,0.0
Q32LB5,False,3,0,0.0
Q9P6S0,False,3,0,3.0
P0DMY5,False,15,0,4.0
Q8WRC7,False,49,0,0.0
Q2I2R7,False,49,0,2.0
P56636,False,44,0,2.0
Q95ND5,False,17,0,0.0
P80209,False,40,0,1.0
P18242,False,29,0,1.0
Q8MJC3,False,17,0,0.0
P25796,False,10,0,1.0
O76856,False,18,0,1.0
P16870,False,35,0,3.0
Q3T0I2,False,3,0,1.0
P70343,False,27,0,0.0
P09668,False,3,0,1.0
P49935,False,23,0,1.0
Q17QK3,False,10,0,1.0
Q8IRY7,False,26,0,1.0
Q8IVL8,False,7,0,4.0
Q5RDN7,False,10,0,1.0
Q29IM7,False,17,0,1.0
Q6IRK9,False,10,0,1.0
Q6GQ29,False,10,0,1.0
Q39962,False,14,0,3.0
Q03699,False,19,0,1.0
P32950,False,23,0,1.0
C4YMJ3,False,30,0,1.0
Q9WUU7,False,6,0,0.0
O93319,False,19,0,1.0
P55288,False,19,0,1.0
P55289,False,40,0,1.0
Q86UP0,False,9,0,1.0
Q6PFX6,False,26,0,1.0
D0PX84,False,32,0,2.0
P0C8U6,False,4,0,2.0
P69747,False,22,0,2.0
Q39799,False,11,0,3.0
Q5AFA2,False,11,0,4.0
P58786,False,10,0,2.0
A6YR20,False,4,0,4.0
P0C640,False,46,0,2.0
Q9BPE0,False,23,0,2.0
Q9TU53,False,10,0,4.0
Q9BPE9,False,40,0,2.0
P43030,False,28,0,0.0
O33675,False,10,0,2.0
P08709,False,26,0,1.0
O33668,False,10,0,2.0
Q58L96,False,16,0,1.0
Q56VR3,False,16,0,1.0
A6MFK7,False,16,0,1.0
Q62714,False,2,0,2.0
P60023,False,27,0,2.0
Q17027,False,18,0,4.0
C6EVG2,False,22,0,0.0
Q02307,False,30,0,1.0
Q7SZN0,False,4,0,0.0
D2Y2K7,False,4,0,1.0
D2Y2K8,False,4,0,1.0
D2Y2L0,False,4,0,1.0
D2Y2L2,False,4,0,1.0
D2Y2L3,False,4,0,1.0
G5EEC2,False,48,0,4.0
Q08906,False,10,0,4.0
Q58302,False,18,0,2.0
Q6GLR6,False,17,0,2.0
B2RH59,False,3,0,3.0
Q05755,False,42,0,4.0
P26731,False,9,0,4.0
P26735,False,22,0,4.0
A2QUQ2,False,10,0,4.0
Q12127,False,10,0,3.0
Q1ELU5,False,46,0,0.0
P17260,False,11,0,0.0
Q1ELU9,False,46,0,1.0
Q4R5M8,False,10,0,2.0
Q9LJ85,False,3,0,1.0
Q14210,False,11,0,2.0
Q1G2Y5,False,3,0,1.0
Q95198,False,20,0,0.0
P32435,False,25,0,0.0
A0A0G2K7V7,False,7,0,2.0
P59261,False,19,0,3.0
Q1I8U1,False,37,0,4.0
P00606,False,25,0,2.0
P50495,False,3,0,1.0
P13828,False,3,0,1.0
P29595,False,10,0,3.0
Q6DGP8,False,25,0,3.0
Q8R4F1,False,10,0,3.0
Q90ZM9,False,3,0,3.0
P08372,False,17,0,2.0
P0CP28,False,26,0,1.0
Q7RZ85,False,23,0,1.0
Q63912,False,3,0,2.0
Q8NKB6,False,23,0,2.0
C0HJZ9,False,22,0,3.0
E7EKD9,False,22,0,3.0
Q9NL83,False,13,0,4.0
P69755,False,22,0,4.0
Q7Z028,False,4,0,4.0
Q9BPB4,False,22,0,2.0
Q2I2Q9,False,10,0,2.0
Q9BP75,False,33,0,2.0
Q9BP71,False,33,0,2.0
Q9BP90,False,22,0,4.0
Q7K5V2,False,28,0,3.0
Q9TTE2,False,25,0,1.0
B3LQU0,False,30,0,2.0
Q5K2P9,False,16,0,3.0
P40242,False,25,0,0.0
P40243,False,25,0,0.0
Q75G39,False,17,0,4.0
Q8WTD3,False,10,0,0.0
Q8NJJ4,False,29,0,0.0
P01512,False,3,0,0.0
P01513,False,3,0,0.0
Q6C794,False,29,0,0.0
A0A125S9G0,False,10,0,4.0
Q10589,False,7,0,4.0
E1B241,False,22,0,3.0
P82269,False,22,0,3.0
A0A3G3C7U1,False,4,0,2.0
P33721,False,22,0,4.0
P26734,False,22,0,4.0
P26729,False,22,0,4.0
P38567,False,3,0,1.0
P34950,False,10,0,4.0
Q8WWA0,False,3,0,2.0
Q6GHV5,False,17,0,4.0
Q1ELU1,False,46,0,1.0
Q95M25,False,10,0,3.0
P29559,False,4,0,1.0
P26305,False,20,0,0.0
O64865,False,11,0,4.0
Q6UX82,False,11,0,2.0
P11006,False,1,0,2.0
P0DQT1,False,44,0,4.0
P69753,False,22,0,4.0
A0A023IWM5,False,42,0,2.0
Q9PUH9,False,25,0,2.0
P19260,False,11,0,3.0
G3ETQ3,False,22,0,3.0
G3F828,False,22,0,3.0
E1B231,False,22,0,3.0
P26824,False,3,0,4.0
Q2HJA4,False,37,0,4.0
P0DM20,False,28,0,2.0
P0C0P8,False,22,0,1.0
F0T377,False,29,0,0.0
Q65Z15,False,33,0,1.0
B6DT16,False,22,0,0.0
P18512,False,22,0,4.0
A0A2L2P6T1,False,45,0,2.0
Q9BPC5,False,2,0,2.0
Q9BP76,False,33,0,2.0
Q9BP74,False,33,0,2.0
Q3YEF3,False,4,0,4.0
D6C4L3,False,22,0,4.0
Q800R3,False,22,0,3.0
P01190,False,22,0,0.0
Q7JGM2,False,27,0,2.0
Q95J24,False,27,0,2.0
P68259,False,33,0,1.0
Q1LW01,False,30,0,2.0
P0DUG8,False,40,0,3.0
A0A2L1DGG0,False,19,0,3.0
P12966,False,48,0,1.0
C7DQX6,False,19,0,3.0
P0DPM4,False,14,0,4.0
Q8SQG7,False,10,0,1.0
Q09T02,False,17,0,4.0
P28826,False,41,0,0.0
P01501,False,19,0,3.0
P54796,False,18,0,3.0
Q9GZQ8,False,29,0,0.0
A0A023IWI5,False,42,0,2.0
A0A023IWG2,False,42,0,2.0
Q01889,False,27,0,1.0
P83495,False,20,0,1.0
Q9DF33,False,7,0,2.0
P17934,False,25,0,2.0
P20146,False,23,0,2.0
Q9DF56,False,7,0,2.0
Q03646,False,11,0,3.0
Q8BJ48,False,3,0,4.0
Q54T57,False,3,0,3.0
Q8L8Q7,False,11,0,4.0
P19090,False,21,0,1.0
A0A193H329,False,22,0,3.0
Q5AD78,False,10,0,0.0
P59666,False,17,0,2.0
P83404,False,6,0,4.0
A2QH21,False,3,0,0.0
Q3ZC64,False,3,0,0.0
A1C7B5,False,28,0,3.0
Q5BAP5,False,10,0,3.0
P26349,False,22,0,0.0
Q9V2W9,False,18,0,2.0
P38894,False,10,0,1.0
O75015,False,3,0,2.0
P04405,False,7,0,0.0
P35052,False,28,0,1.0
P51653,False,3,0,1.0
Q9FSI9,False,25,0,1.0
Q9D1N2,False,10,0,0.0
P0DQL5,False,25,0,0.0
P0DQL7,False,25,0,0.0
Q09118,False,6,0,0.0
P07593,False,17,0,2.0
P31518,False,17,0,2.0
Q5A849,False,3,0,4.0
Q7Z090,False,10,0,4.0
P01076,False,17,0,2.0
O55162,False,10,0,0.0
Q6P7A9,False,2,0,0.0
Q5G8B5,False,44,0,4.0
B2RHG1,False,23,0,3.0
U5L3J7,False,42,0,2.0
Q6PXP0,False,14,0,1.0
Q8HZQ3,False,14,0,3.0
P0CC04,False,30,0,0.0
D6C4K9,False,4,0,4.0
A0A5P9K461,False,22,0,3.0
X5IWT5,False,40,0,2.0
Q08169,False,10,0,4.0
Q63416,False,10,0,0.0
Q8KQR1,False,17,0,4.0
Q80ZA0,False,3,0,2.0
P05154,False,2,0,1.0
Q9N2I2,False,24,0,1.0
Q8UUG0,False,19,0,4.0
Q9JHI0,False,28,0,4.0
P0DUJ5,False,19,0,4.0
Q9NPA2,False,25,0,4.0
Q3U435,False,25,0,4.0
O46028,False,18,0,3.0
E4Z7G0,False,22,0,3.0
G0LWV9,False,22,0,3.0
C5J893,False,33,0,1.0
Q0GY43,False,25,0,3.0
Q0EAE5,False,22,0,3.0
E2S065,False,22,0,3.0
O16846,False,22,0,3.0
B1P1D9,False,48,0,3.0
P0C247,False,48,0,3.0
B1P1C6,False,9,0,3.0
B1P1C9,False,9,0,3.0
B1P1E0,False,48,0,3.0
B1P1C8,False,9,0,3.0
B1P1C0,False,4,0,3.0
B1P1E3,False,48,0,3.0
B1P1J4,False,10,0,0.0
B1P1G5,False,4,0,3.0
B1P1F2,False,27,0,3.0
P82683,False,7,0,1.0
B1P1E4,False,48,0,3.0
P0A312,False,37,0,4.0
Q8NI32,False,3,0,2.0
P05834,False,17,0,4.0
B3EWF2,False,3,0,3.0
P82103,False,25,0,4.0
P43443,False,33,0,1.0
Q62718,False,11,0,1.0
Q9U662,False,22,0,4.0
Q7T1R0,False,25,0,2.0
Q92085,False,7,0,2.0
P07585,False,25,0,1.0
B3EWX6,False,37,0,2.0
A0A7M6UNN1,False,25,0,2.0
Q54IM7,False,7,0,4.0
Q7RTY9,False,3,0,0.0
Q9CQW3,False,40,0,1.0
P19144,False,18,0,2.0
Q8I6K1,False,17,0,4.0
A0A1L2F565,False,38,0,0.0
C0HKS5,False,48,0,4.0
A6U0U8,False,17,0,4.0
A0A0F7YYV0,False,9,0,4.0
A0A0B5ADV0,False,43,0,4.0
P01342,False,22,0,4.0
P01333,False,17,0,4.0
A0A0B5A8Q6,False,22,0,4.0
Q9W4Z4,False,22,0,1.0
Q9Y581,False,1,0,3.0
Q9W4Q9,False,33,0,1.0
E2S062,False,22,0,3.0
T1PQV6,False,10,0,3.0
B1P1F3,False,48,0,3.0
B1P1E6,False,46,0,3.0
B1P1F9,False,4,0,3.0
B1P1E7,False,46,0,3.0
B1P1E5,False,46,0,3.0
B1P1G0,False,48,0,3.0
B1P1G3,False,48,0,3.0
B1P1G6,False,27,0,3.0
B1P1E8,False,46,0,3.0
B1P1B2,False,4,0,3.0
B1P1A6,False,4,0,1.0
B1P1B6,False,9,0,3.0
B1P1H1,False,27,0,3.0
O61016,False,38,0,3.0
A0A139GI49,False,30,0,1.0
P30617,False,10,0,3.0
Q148C3,False,3,0,2.0
Q58T55,False,22,0,1.0
Q5R7A9,False,18,0,0.0
P34166,False,11,0,1.0
L0P3K3,False,22,0,3.0
Q8MMJ7,False,35,0,4.0
Q5G8B3,False,44,0,4.0
P0DMF6,False,47,0,4.0
P0CI91,False,12,0,4.0
A0A0C4G4L1,False,19,0,4.0
Q9VET0,False,43,0,0.0
O15130,False,48,0,0.0
D4AYQ6,False,26,0,1.0
Q4WDN4,False,3,0,2.0
C0HJZ7,False,22,0,3.0
P56714,False,22,0,4.0
Q8UW31,False,23,0,2.0
Q16N80,False,9,0,0.0
Q9PUI0,False,25,0,2.0
Q1EG28,False,18,0,0.0
Q9PUG9,False,25,0,2.0
Q9I900,False,7,0,2.0
Q9PUH2,False,25,0,2.0
P59359,False,25,0,2.0
O15496,False,40,0,2.0
P47853,False,25,0,1.0
Q95104,False,13,0,0.0
P80214,False,7,0,1.0
Q54M25,False,7,0,4.0
Q9ESD1,False,4,0,0.0
A6RPU4,False,29,0,0.0
E7EKC5,False,22,0,3.0
P82268,False,22,0,3.0
Q2UXV8,False,22,0,3.0
E5KIB6,False,23,0,2.0
P0DMY1,False,15,0,4.0
O18794,False,27,0,2.0
Q5MGE6,False,3,0,0.0
Q5MGC9,False,35,0,4.0
Q9P378,False,7,0,0.0
P82705,False,40,0,3.0
Q7TMD7,False,3,0,4.0
B2ZB98,False,49,0,3.0
O42143,False,33,0,1.0
Q9Y625,False,3,0,1.0
Q28381,False,17,0,3.0
P12969,False,48,0,1.0
P01055,False,28,0,2.0
C7DQX8,False,19,0,3.0
C7DQB7,False,47,0,3.0
P55939,False,17,0,4.0
Q1ZXQ9,False,11,0,0.0
X5I9Y2,False,14,0,2.0
P36361,False,11,0,3.0
O09210,False,22,0,4.0
O65039,False,14,0,1.0
C0KYC4,False,22,0,2.0
P0C8A3,False,17,0,2.0
P01377,False,10,0,2.0
P60031,False,17,0,2.0
Q95M66,False,27,0,2.0
P11477,False,3,0,2.0
O96049,False,2,0,4.0
Q9SK27,False,3,0,0.0
P19957,False,18,0,3.0
P00741,False,4,0,1.0
D2Y2K4,False,4,0,1.0
P0C0Q1,False,21,0,3.0
Q5HN75,False,21,0,3.0
P0C0Q2,False,21,0,3.0
B7JNV3,False,17,0,0.0
P00742,False,18,0,1.0
C1ESL5,False,17,0,0.0
B7HCU7,False,17,0,0.0
B7HPM0,False,17,0,0.0
O88947,False,27,0,1.0
A7GT16,False,17,0,0.0
B9IY88,False,17,0,0.0
O19045,False,27,0,1.0
Q63207,False,27,0,1.0
C5D4U8,False,17,0,0.0
Q8CXC9,False,17,0,0.0
A8XLL0,False,48,0,3.0
D4GWY2,False,17,0,2.0
P41855,False,43,0,1.0
Q9YAN6,False,16,0,3.0
O29207,False,34,0,3.0
Q9P9I3,False,17,0,2.0
P13109,False,17,0,2.0
A7M4E1,False,10,0,2.0
Q8BKV1,False,3,0,1.0
P55095,False,33,0,1.0
D2Y1Y1,False,48,0,3.0
D2Y246,False,4,0,3.0
D2Y201,False,48,0,3.0
D2Y1Y0,False,48,0,3.0
D2Y1X6,False,48,0,3.0
D2Y2C7,False,4,0,3.0
P01325,False,22,0,4.0
A0A0B5A7M7,False,17,0,4.0
P30407,False,22,0,4.0
Q53446,False,17,0,1.0
P36500,False,10,0,2.0
P08136,False,4,0,1.0
P21838,False,4,0,1.0
Q2UXR3,False,22,0,3.0
Q2UXR2,False,22,0,3.0
C0HK27,False,28,0,1.0
Q91YK8,False,3,0,0.0
Q32LD3,False,25,0,1.0
Q69T51,False,25,0,4.0
P18188,False,17,0,4.0
Q9QUG3,False,10,0,1.0
P33151,False,23,0,1.0
P97291,False,40,0,1.0
P60274,False,38,0,2.0
P0CE76,False,49,0,2.0
Q17194,False,22,0,4.0
P55963,False,49,0,2.0
P26730,False,22,0,4.0
P19171,False,11,0,3.0
Q94KT8,False,11,0,4.0
P22923,False,22,0,0.0
Q899Y1,False,6,0,3.0
P17084,False,19,0,1.0
Q1A3R1,False,22,0,2.0
A6MFK8,False,16,0,1.0
Q00046,False,34,0,3.0
Q53I06,False,19,0,4.0
B5A9T1,False,4,0,3.0
P91793,False,18,0,4.0
P12838,False,2,0,2.0
P97605,False,11,0,0.0
Q5AIA1,False,28,0,2.0
P13075,False,17,0,2.0
Q9V2X0,False,18,0,1.0
Q51826,False,28,0,3.0
Q51825,False,28,0,3.0
Q23892,False,41,0,4.0
P01273,False,33,0,1.0
P06811,False,2,0,1.0
P12968,False,48,0,1.0
P52754,False,25,0,3.0
Q5A029,False,11,0,4.0
C7DQC0,False,47,0,3.0
Q9U3Z3,False,19,0,3.0
Q59XL0,False,11,0,4.0
P53219,False,25,0,4.0
Q2FHV0,False,17,0,4.0
P97279,False,25,0,0.0
P01317,False,22,0,4.0
Q1ELV0,False,46,0,1.0
P35459,False,3,0,2.0
F4HZB9,False,3,0,1.0
Q9WU67,False,10,0,2.0
Q46G14,False,34,0,1.0
O33689,False,10,0,2.0
Q9TRY9,False,10,0,3.0
E7EKC4,False,22,0,3.0
P00096,False,23,0,3.0
Q7M3E1,False,7,0,0.0
Q9BH75,False,40,0,2.0
P23780,False,10,0,3.0
Q9BPG8,False,40,0,2.0
Q9BPF6,False,23,0,2.0
Q9BPF2,False,22,0,2.0
D4AZK1,False,3,0,3.0
Q9BPD1,False,22,0,2.0
Q9BPD5,False,22,0,2.0
Q9BPD4,False,22,0,2.0
Q4WNV0,False,3,0,3.0
Q9BPD3,False,22,0,2.0
Q9BPD2,False,14,0,2.0
P85247,False,3,0,1.0
Q9BPF3,False,22,0,2.0
P86483,False,44,0,0.0
O59893,False,5,0,2.0
Q3YEH4,False,47,0,2.0
E7EKH6,False,22,0,3.0
Q9BPF4,False,40,0,2.0
Q9BPH0,False,14,0,2.0
Q3YEE9,False,48,0,2.0
P0C669,False,40,0,2.0
Q6PN85,False,22,0,2.0
D3JWK2,False,13,0,2.0
P0C670,False,3,0,2.0
A0A3G3C7R5,False,4,0,2.0
P0C666,False,26,0,2.0
D3JWK7,False,13,0,2.0
Q1A3R3,False,22,0,2.0
P0DJC4,False,49,0,2.0
Q9U700,False,48,0,2.0
Q9BPF5,False,47,0,2.0
Q9BPG5,False,4,0,2.0
P60976,False,6,0,4.0
P0C845,False,46,0,2.0
Q8AYD0,False,7,0,1.0
Q17196,False,43,0,4.0
P29519,False,22,0,4.0
P26733,False,22,0,4.0
P26728,False,4,0,4.0
P22748,False,3,0,0.0
P29059,False,3,0,3.0
W4VSG7,False,13,0,3.0
Q800R9,False,22,0,3.0
Q21156,False,49,0,4.0
B2RH58,False,29,0,3.0
B5LUQ5,False,22,0,3.0
B5LUQ9,False,48,0,3.0
P06883,False,33,0,1.0
P0DUH0,False,40,0,3.0
P0DUH2,False,40,0,3.0
P12967,False,48,0,1.0
P0C253,False,10,0,4.0
Q8SQG8,False,10,0,1.0
O95274,False,20,0,0.0
Q5IS87,False,11,0,2.0
P12350,False,4,0,2.0
P83313,False,3,0,4.0
L0GAZ8,False,19,0,4.0
P0DJ02,False,19,0,4.0
Q2M591,False,44,0,4.0
P0DME9,False,19,0,4.0
P0CI89,False,44,0,4.0
Q71DC3,False,40,0,3.0
Q9VU58,False,29,0,4.0
E2AFK9,False,33,0,3.0
Q9BP91,False,22,0,4.0
Q7T1R1,False,25,0,2.0
A7YY44,False,3,0,4.0
O02678,False,25,0,1.0
Q0VZ39,False,22,0,3.0
P12164,False,37,0,0.0
P34067,False,34,0,3.0
A8SE40,False,26,0,4.0
Q9M2Y0,False,28,0,1.0
P70195,False,34,0,4.0
P30657,False,34,0,3.0
Q8UW64,False,34,0,2.0
B1PZN6,False,40,0,2.0
P42889,False,19,0,1.0
P06299,False,22,0,0.0
Q9BPD9,False,14,0,2.0
Q9BPF7,False,40,0,2.0
Q6PN83,False,22,0,2.0
P58808,False,4,0,2.0
Q1A3Q6,False,25,0,2.0
Q58303,False,18,0,2.0
Q9ZWA8,False,10,0,4.0
Q571V6,False,49,0,3.0
D4ATC3,False,25,0,0.0
Q25054,False,6,0,0.0
P46591,False,11,0,4.0
P24803,False,17,0,3.0
Q01758,False,25,0,2.0
P26792,False,25,0,4.0
Q4QXT8,False,49,0,4.0
P0DQP3,False,35,0,2.0
P43322,False,24,0,4.0
P0CY64,False,40,0,4.0
Q5K0C8,False,46,0,4.0
P94664,False,30,0,0.0
Q9U650,False,4,0,4.0
P69754,False,40,0,4.0
Q7RTY7,False,41,0,4.0
Q7RTZ1,False,3,0,4.0
P00619,False,25,0,2.0
Q8UW08,False,23,0,2.0
Q05439,False,10,0,1.0
O80460,False,17,0,1.0
Q5HH14,False,42,0,3.0
Q9GP84,False,11,0,0.0
P52211,False,33,0,1.0
Q9K5K8,False,17,0,1.0
P14894,False,11,0,1.0
Q3ZD69,False,7,0,4.0
Q8T1G4,False,28,0,0.0
E3YBA4,False,23,0,2.0
